,Model,Number of Features,Number of con,Number of cat,Accuracy,Precision,Recall,F1-Score
1347,K-Nearest Neighbor,34,16,18,0.72,0.6333333333333333,0.6,0.5533333333333333
1348,Support Vector Machines,34,16,18,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1349,Naive Bayes,34,16,18,0.8,0.75,0.6333333333333333,0.6647619047619048
1350,K-Nearest Neighbor,34,17,17,0.72,0.6333333333333333,0.6,0.5533333333333333
1351,Support Vector Machines,34,17,17,0.68,0.7333333333333332,0.7,0.6266666666666666
1352,Naive Bayes,34,17,17,0.8,0.75,0.6333333333333333,0.6647619047619048
1353,K-Nearest Neighbor,34,18,16,0.6799999999999999,0.5999999999999999,0.6,0.52
1354,Support Vector Machines,34,18,16,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1355,Naive Bayes,34,18,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1356,K-Nearest Neighbor,34,19,15,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1357,Support Vector Machines,34,19,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1358,Naive Bayes,34,19,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1359,K-Nearest Neighbor,34,20,14,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1360,Support Vector Machines,34,20,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1361,Naive Bayes,34,20,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1362,K-Nearest Neighbor,34,21,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1363,Support Vector Machines,34,21,13,0.72,0.6833333333333333,0.7666666666666666,0.6647619047619047
1364,Naive Bayes,34,21,13,0.8800000000000001,0.85,0.9,0.8714285714285716
1365,K-Nearest Neighbor,34,22,12,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1366,Support Vector Machines,34,22,12,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1367,Naive Bayes,34,22,12,0.8800000000000001,0.85,0.9,0.8714285714285716
1368,K-Nearest Neighbor,34,23,11,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1369,Support Vector Machines,34,23,11,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1370,Naive Bayes,34,23,11,0.8800000000000001,0.85,0.9,0.8714285714285716
1371,K-Nearest Neighbor,34,24,10,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1372,Support Vector Machines,34,24,10,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1373,Naive Bayes,34,24,10,0.9199999999999999,0.95,0.9,0.9047619047619048
1374,K-Nearest Neighbor,34,25,9,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1375,Support Vector Machines,34,25,9,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1376,Naive Bayes,34,25,9,0.9199999999999999,0.95,0.9,0.9047619047619048
1377,K-Nearest Neighbor,34,26,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1378,Support Vector Machines,34,26,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1379,Naive Bayes,34,26,8,0.9199999999999999,0.95,0.9,0.9047619047619048
1380,K-Nearest Neighbor,34,27,7,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1381,Support Vector Machines,34,27,7,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1382,Naive Bayes,34,27,7,0.8799999999999999,0.8833333333333334,0.9,0.8647619047619047
1383,K-Nearest Neighbor,34,28,6,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1384,Support Vector Machines,34,28,6,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1385,Naive Bayes,34,28,6,0.8799999999999999,0.8833333333333334,0.9,0.8647619047619047
1386,K-Nearest Neighbor,34,29,5,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1387,Support Vector Machines,34,29,5,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1388,Naive Bayes,34,29,5,0.8,0.8833333333333334,0.7666666666666666,0.7647619047619048
1389,K-Nearest Neighbor,34,30,4,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1390,Support Vector Machines,34,30,4,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1391,Naive Bayes,34,30,4,0.76,0.85,0.7666666666666666,0.738095238095238
1392,K-Nearest Neighbor,35,15,20,0.72,0.6333333333333333,0.6,0.5533333333333333
1393,Support Vector Machines,35,15,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1394,Naive Bayes,35,15,20,0.8400000000000001,0.75,0.7,0.7047619047619047
1395,K-Nearest Neighbor,35,16,19,0.72,0.6333333333333333,0.6,0.5533333333333333
1396,Support Vector Machines,35,16,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1397,Naive Bayes,35,16,19,0.8,0.75,0.6333333333333333,0.6647619047619048
1398,K-Nearest Neighbor,35,17,18,0.72,0.6333333333333333,0.6,0.5533333333333333
1399,Support Vector Machines,35,17,18,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1400,Naive Bayes,35,17,18,0.8,0.75,0.6333333333333333,0.6647619047619048
1401,K-Nearest Neighbor,35,18,17,0.72,0.6333333333333333,0.6,0.5533333333333333
1402,Support Vector Machines,35,18,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1403,Naive Bayes,35,18,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1404,K-Nearest Neighbor,35,19,16,0.72,0.5999999999999999,0.6666666666666666,0.5599999999999999
1405,Support Vector Machines,35,19,16,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1406,Naive Bayes,35,19,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1407,K-Nearest Neighbor,35,20,15,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1408,Support Vector Machines,35,20,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1409,Naive Bayes,35,20,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1410,K-Nearest Neighbor,35,21,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1411,Support Vector Machines,35,21,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1412,Naive Bayes,35,21,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1413,K-Nearest Neighbor,35,22,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1414,Support Vector Machines,35,22,13,0.72,0.6833333333333333,0.7666666666666666,0.6647619047619047
1415,Naive Bayes,35,22,13,0.8800000000000001,0.85,0.9,0.8714285714285716
1416,K-Nearest Neighbor,35,23,12,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1417,Support Vector Machines,35,23,12,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1418,Naive Bayes,35,23,12,0.8800000000000001,0.85,0.9,0.8714285714285716
1419,K-Nearest Neighbor,35,24,11,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1420,Support Vector Machines,35,24,11,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1421,Naive Bayes,35,24,11,0.8800000000000001,0.85,0.9,0.8714285714285716
1422,K-Nearest Neighbor,35,25,10,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1423,Support Vector Machines,35,25,10,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1424,Naive Bayes,35,25,10,0.9199999999999999,0.95,0.9,0.9047619047619048
1425,K-Nearest Neighbor,35,26,9,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1426,Support Vector Machines,35,26,9,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1427,Naive Bayes,35,26,9,0.9199999999999999,0.95,0.9,0.9047619047619048
1428,K-Nearest Neighbor,35,27,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1429,Support Vector Machines,35,27,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1430,Naive Bayes,35,27,8,0.9199999999999999,0.95,0.9,0.9047619047619048
1431,K-Nearest Neighbor,35,28,7,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1432,Support Vector Machines,35,28,7,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1433,Naive Bayes,35,28,7,0.8799999999999999,0.8833333333333334,0.9,0.8647619047619047
1434,K-Nearest Neighbor,35,29,6,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1435,Support Vector Machines,35,29,6,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1436,Naive Bayes,35,29,6,0.8,0.8833333333333334,0.7666666666666666,0.7647619047619048
1437,K-Nearest Neighbor,35,30,5,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1438,Support Vector Machines,35,30,5,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1439,Naive Bayes,35,30,5,0.76,0.85,0.7666666666666666,0.738095238095238
1440,K-Nearest Neighbor,36,16,20,0.72,0.6333333333333333,0.6,0.5533333333333333
1441,Support Vector Machines,36,16,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1442,Naive Bayes,36,16,20,0.8,0.75,0.6333333333333333,0.6647619047619048
1443,K-Nearest Neighbor,36,17,19,0.72,0.6333333333333333,0.6,0.5533333333333333
1444,Support Vector Machines,36,17,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1445,Naive Bayes,36,17,19,0.8,0.75,0.6333333333333333,0.6647619047619048
1446,K-Nearest Neighbor,36,18,18,0.72,0.6333333333333333,0.6,0.5533333333333333
1447,Support Vector Machines,36,18,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1448,Naive Bayes,36,18,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1449,K-Nearest Neighbor,36,19,17,0.76,0.6333333333333333,0.6666666666666666,0.5933333333333334
1450,Support Vector Machines,36,19,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1451,Naive Bayes,36,19,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1452,K-Nearest Neighbor,36,20,16,0.72,0.5999999999999999,0.6666666666666666,0.5599999999999999
1453,Support Vector Machines,36,20,16,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1454,Naive Bayes,36,20,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1455,K-Nearest Neighbor,36,21,15,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1456,Support Vector Machines,36,21,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1457,Naive Bayes,36,21,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1458,K-Nearest Neighbor,36,22,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1459,Support Vector Machines,36,22,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1460,Naive Bayes,36,22,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1461,K-Nearest Neighbor,36,23,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1462,Support Vector Machines,36,23,13,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1463,Naive Bayes,36,23,13,0.8800000000000001,0.85,0.9,0.8714285714285716
1464,K-Nearest Neighbor,36,24,12,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1465,Support Vector Machines,36,24,12,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1466,Naive Bayes,36,24,12,0.8800000000000001,0.85,0.9,0.8714285714285716
1467,K-Nearest Neighbor,36,25,11,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1468,Support Vector Machines,36,25,11,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1469,Naive Bayes,36,25,11,0.9199999999999999,0.95,0.9,0.9047619047619048
1470,K-Nearest Neighbor,36,26,10,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1471,Support Vector Machines,36,26,10,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1472,Naive Bayes,36,26,10,0.9199999999999999,0.95,0.9,0.9047619047619048
1473,K-Nearest Neighbor,36,27,9,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1474,Support Vector Machines,36,27,9,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1475,Naive Bayes,36,27,9,0.9199999999999999,0.95,0.9,0.9047619047619048
1476,K-Nearest Neighbor,36,28,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1477,Support Vector Machines,36,28,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1478,Naive Bayes,36,28,8,0.9199999999999999,0.95,0.9,0.9047619047619048
1479,K-Nearest Neighbor,36,29,7,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1480,Support Vector Machines,36,29,7,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1481,Naive Bayes,36,29,7,0.8,0.8833333333333334,0.7666666666666666,0.7647619047619048
1482,K-Nearest Neighbor,36,30,6,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1483,Support Vector Machines,36,30,6,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1484,Naive Bayes,36,30,6,0.8,0.8833333333333334,0.7666666666666666,0.7647619047619048
1485,K-Nearest Neighbor,37,17,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1486,Support Vector Machines,37,17,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1487,Naive Bayes,37,17,20,0.8,0.75,0.6333333333333333,0.6647619047619048
1488,K-Nearest Neighbor,37,18,19,0.72,0.6333333333333333,0.6,0.5533333333333333
1489,Support Vector Machines,37,18,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1490,Naive Bayes,37,18,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1491,K-Nearest Neighbor,37,19,18,0.72,0.6333333333333333,0.6,0.5533333333333333
1492,Support Vector Machines,37,19,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1493,Naive Bayes,37,19,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1494,K-Nearest Neighbor,37,20,17,0.76,0.6333333333333333,0.6666666666666666,0.5933333333333334
1495,Support Vector Machines,37,20,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1496,Naive Bayes,37,20,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1497,K-Nearest Neighbor,37,21,16,0.72,0.5999999999999999,0.6666666666666666,0.5599999999999999
1498,Support Vector Machines,37,21,16,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1499,Naive Bayes,37,21,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1500,K-Nearest Neighbor,37,22,15,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1501,Support Vector Machines,37,22,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1502,Naive Bayes,37,22,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1503,K-Nearest Neighbor,37,23,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1504,Support Vector Machines,37,23,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1505,Naive Bayes,37,23,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1506,K-Nearest Neighbor,37,24,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1507,Support Vector Machines,37,24,13,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1508,Naive Bayes,37,24,13,0.8800000000000001,0.85,0.9,0.8714285714285716
1509,K-Nearest Neighbor,37,25,12,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1510,Support Vector Machines,37,25,12,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1511,Naive Bayes,37,25,12,0.8800000000000001,0.85,0.9,0.8714285714285716
1512,K-Nearest Neighbor,37,26,11,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1513,Support Vector Machines,37,26,11,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1514,Naive Bayes,37,26,11,0.9199999999999999,0.95,0.9,0.9047619047619048
1515,K-Nearest Neighbor,37,27,10,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1516,Support Vector Machines,37,27,10,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1517,Naive Bayes,37,27,10,0.9199999999999999,0.95,0.9,0.9047619047619048
1518,K-Nearest Neighbor,37,28,9,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1519,Support Vector Machines,37,28,9,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1520,Naive Bayes,37,28,9,0.9199999999999999,0.95,0.9,0.9047619047619048
1521,K-Nearest Neighbor,37,29,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1522,Support Vector Machines,37,29,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1523,Naive Bayes,37,29,8,0.9199999999999999,0.95,0.9,0.9047619047619048
1524,K-Nearest Neighbor,37,30,7,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1525,Support Vector Machines,37,30,7,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1526,Naive Bayes,37,30,7,0.8,0.8833333333333334,0.7666666666666666,0.7647619047619048
1527,K-Nearest Neighbor,38,18,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1528,Support Vector Machines,38,18,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1529,Naive Bayes,38,18,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1530,K-Nearest Neighbor,38,19,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1531,Support Vector Machines,38,19,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1532,Naive Bayes,38,19,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1533,K-Nearest Neighbor,38,20,18,0.72,0.6333333333333333,0.6,0.5533333333333333
1534,Support Vector Machines,38,20,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1535,Naive Bayes,38,20,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1536,K-Nearest Neighbor,38,21,17,0.76,0.6333333333333333,0.6666666666666666,0.5933333333333334
1537,Support Vector Machines,38,21,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1538,Naive Bayes,38,21,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1539,K-Nearest Neighbor,38,22,16,0.72,0.5999999999999999,0.6666666666666666,0.5599999999999999
1540,Support Vector Machines,38,22,16,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1541,Naive Bayes,38,22,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1542,K-Nearest Neighbor,38,23,15,0.6399999999999999,0.5166666666666666,0.5666666666666667,0.4714285714285714
1543,Support Vector Machines,38,23,15,0.68,0.7333333333333332,0.7,0.6266666666666666
1544,Naive Bayes,38,23,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1545,K-Nearest Neighbor,38,24,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1546,Support Vector Machines,38,24,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1547,Naive Bayes,38,24,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1548,K-Nearest Neighbor,38,25,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1549,Support Vector Machines,38,25,13,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1550,Naive Bayes,38,25,13,0.8800000000000001,0.85,0.9,0.8714285714285716
1551,K-Nearest Neighbor,38,26,12,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1552,Support Vector Machines,38,26,12,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1553,Naive Bayes,38,26,12,0.8800000000000001,0.85,0.9,0.8714285714285716
1554,K-Nearest Neighbor,38,27,11,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1555,Support Vector Machines,38,27,11,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1556,Naive Bayes,38,27,11,0.9199999999999999,0.95,0.9,0.9047619047619048
1557,K-Nearest Neighbor,38,28,10,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1558,Support Vector Machines,38,28,10,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1559,Naive Bayes,38,28,10,0.9199999999999999,0.95,0.9,0.9047619047619048
1560,K-Nearest Neighbor,38,29,9,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1561,Support Vector Machines,38,29,9,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1562,Naive Bayes,38,29,9,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1563,K-Nearest Neighbor,38,30,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1564,Support Vector Machines,38,30,8,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1565,Naive Bayes,38,30,8,0.9199999999999999,0.95,0.9,0.9047619047619048
1566,K-Nearest Neighbor,39,19,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1567,Support Vector Machines,39,19,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1568,Naive Bayes,39,19,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1569,K-Nearest Neighbor,39,20,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1570,Support Vector Machines,39,20,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1571,Naive Bayes,39,20,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1572,K-Nearest Neighbor,39,21,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1573,Support Vector Machines,39,21,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1574,Naive Bayes,39,21,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1575,K-Nearest Neighbor,39,22,17,0.76,0.6333333333333333,0.6666666666666666,0.5933333333333334
1576,Support Vector Machines,39,22,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1577,Naive Bayes,39,22,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1578,K-Nearest Neighbor,39,23,16,0.6799999999999999,0.5666666666666667,0.5666666666666667,0.5
1579,Support Vector Machines,39,23,16,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1580,Naive Bayes,39,23,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1581,K-Nearest Neighbor,39,24,15,0.6399999999999999,0.5166666666666666,0.5666666666666667,0.4714285714285714
1582,Support Vector Machines,39,24,15,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1583,Naive Bayes,39,24,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1584,K-Nearest Neighbor,39,25,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1585,Support Vector Machines,39,25,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1586,Naive Bayes,39,25,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1587,K-Nearest Neighbor,39,26,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1588,Support Vector Machines,39,26,13,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1589,Naive Bayes,39,26,13,0.8800000000000001,0.85,0.9,0.8714285714285716
1590,K-Nearest Neighbor,39,27,12,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1591,Support Vector Machines,39,27,12,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1592,Naive Bayes,39,27,12,0.8800000000000001,0.85,0.9,0.8714285714285716
1593,K-Nearest Neighbor,39,28,11,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1594,Support Vector Machines,39,28,11,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1595,Naive Bayes,39,28,11,0.8800000000000001,0.85,0.9,0.8714285714285716
1596,K-Nearest Neighbor,39,29,10,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1597,Support Vector Machines,39,29,10,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1598,Naive Bayes,39,29,10,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1599,K-Nearest Neighbor,39,30,9,0.6799999999999999,0.5499999999999999,0.6666666666666666,0.5314285714285715
1600,Support Vector Machines,39,30,9,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1601,Naive Bayes,39,30,9,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1602,K-Nearest Neighbor,40,20,20,0.6799999999999999,0.6,0.5,0.49333333333333335
1603,Support Vector Machines,40,20,20,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1604,Naive Bayes,40,20,20,0.76,0.75,0.5666666666666667,0.6047619047619047
1605,K-Nearest Neighbor,40,21,19,0.6799999999999999,0.6,0.5,0.49333333333333335
1606,Support Vector Machines,40,21,19,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1607,Naive Bayes,40,21,19,0.76,0.75,0.5666666666666667,0.6047619047619047
1608,K-Nearest Neighbor,40,22,18,0.6799999999999999,0.6,0.5,0.49333333333333335
1609,Support Vector Machines,40,22,18,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1610,Naive Bayes,40,22,18,0.76,0.75,0.5666666666666667,0.6047619047619047
1611,K-Nearest Neighbor,40,23,17,0.72,0.6,0.5666666666666667,0.5333333333333333
1612,Support Vector Machines,40,23,17,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1613,Naive Bayes,40,23,17,0.76,0.75,0.5666666666666667,0.6047619047619047
1614,K-Nearest Neighbor,40,24,16,0.6799999999999999,0.5666666666666667,0.5666666666666667,0.5
1615,Support Vector Machines,40,24,16,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1616,Naive Bayes,40,24,16,0.76,0.75,0.5666666666666667,0.6047619047619047
1617,K-Nearest Neighbor,40,25,15,0.6399999999999999,0.5166666666666666,0.5666666666666667,0.4714285714285714
1618,Support Vector Machines,40,25,15,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1619,Naive Bayes,40,25,15,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1620,K-Nearest Neighbor,40,26,14,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1621,Support Vector Machines,40,26,14,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1622,Naive Bayes,40,26,14,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
1623,K-Nearest Neighbor,40,27,13,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1624,Support Vector Machines,40,27,13,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1625,Naive Bayes,40,27,13,0.8800000000000001,0.85,0.9,0.8714285714285716
1626,K-Nearest Neighbor,40,28,12,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1627,Support Vector Machines,40,28,12,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1628,Naive Bayes,40,28,12,0.8800000000000001,0.85,0.9,0.8714285714285716
1629,K-Nearest Neighbor,40,29,11,0.72,0.5833333333333333,0.6666666666666666,0.5647619047619047
1630,Support Vector Machines,40,29,11,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1631,Naive Bayes,40,29,11,0.8,0.85,0.7666666666666666,0.7714285714285715
1632,K-Nearest Neighbor,40,30,10,0.72,0.7499999999999999,0.7666666666666666,0.6647619047619047
1633,Support Vector Machines,40,30,10,0.76,0.7833333333333333,0.7666666666666666,0.6980952380952381
1634,Naive Bayes,40,30,10,0.8400000000000001,0.95,0.7666666666666666,0.8047619047619048
